    [ 0.325 0.45 0.95 0.825 0.95 0.7 0.575 0.325 0.7 0.95 0.2 1 0.95 1 0.325 0.7 0.2 0.95 0.45 0.95 0.45 1 0.575 0.825 0.45 1 0.45 0.7 0.825 0.7 0.825 0.575 0.95 1 0.7 1 0.45 0.7 0.95 0.95 ]
    [ 0.95 0.7 0.7 0.45 0.575 0.825 0.7 0.2 0.7 0.575 0.575 0.95 0.95 0.325 1 0.7 0.45 0.7 0.95 0.45 0.95 0.575 0.45 0.7 0.825 0.2 0.95 0.7 0.575 0.7 1 0.45 0.95 0.575 0.2 0.45 0.2 0.575 0.2 0.2 ]
    [ 0.45 0.7 0.7 0.95 0.825 0.825 0.95 0.7 0.7 0.325 1 1 0.7 0.7 0.7 1 1 1 0.45 0.7 0.825 0.2 0.2 1 0.825 0.95 0.45 0.575 0.325 0.7 1 1 0.825 0.825 0.575 0.2 0.325 0.45 0.575 1 ]
    [ 0.825 0.825 0.45 0.2 0.325 0.95 0.7 0.45 0.95 0.575 0.575 1 0.7 0.2 0.45 1 1 0.825 0.575 0.325 0.95 0.95 0.45 0.95 0.95 0.325 0.2 0.45 1 0.325 0.45 0.95 0.95 0.2 0.2 0.325 0.45 0.825 0.2 0.325 ]
    [ 0.825 1 0.575 0.7 1 1 0.2 0.325 0.95 0.325 0.7 0.325 0.825 0.95 0.7 1 0.825 1 0.45 0.825 0.7 0.45 1 1 0.825 0.95 0.7 0.2 0.2 0.45 1 0.45 0.2 0.825 0.575 0.325 1 0.45 0.45 0.325 ]
    [ 0.7 0.825 0.325 1 0.95 0.325 0.325 1 0.575 1 0.45 0.95 0.575 0.45 0.95 0.45 0.575 0.45 1 0.325 0.2 0.325 0.325 0.325 0.575 0.95 0.325 0.7 0.2 0.95 0.325 0.575 0.825 0.2 0.2 0.7 0.7 0.325 0.7 1 ]
    [ 0.95 0.7 0.45 0.45 0.325 0.7 0.575 0.95 0.7 0.95 0.825 0.45 0.575 0.95 0.45 0.7 0.325 0.825 0.325 1 0.2 0.95 1 0.825 0.325 0.2 0.7 0.7 0.45 0.825 0.825 0.45 0.95 0.95 0.575 0.45 0.825 0.7 0.95 0.825 ]
    [ 1 0.325 0.575 0.575 0.45 0.575 0.7 0.825 0.575 0.95 0.575 0.825 0.7 0.45 0.95 0.825 0.95 0.7 0.2 0.2 1 0.575 1 0.2 0.2 1 0.325 0.7 0.7 0.45 0.2 0.575 0.45 0.95 0.45 1 0.2 0.575 0.575 0.7 ]
    [ 0.825 0.95 0.575 0.7 0.575 1 0.7 0.95 0.325 0.45 0.2 0.2 0.7 1 0.575 0.2 0.95 0.45 0.325 0.95 0.575 1 0.825 0.2 0.325 0.2 0.95 1 0.575 0.2 0.7 0.2 1 0.45 0.575 0.95 0.45 0.575 0.95 0.575 ]
    [ 1 0.7 0.325 0.325 0.95 0.7 1 0.2 0.7 0.2 0.575 1 0.325 0.575 0.45 0.2 0.45 1 0.325 1 1 0.825 1 0.2 0.45 0.825 0.2 0.825 1 1 1 0.95 1 0.45 0.325 0.575 0.2 0.325 0.7 0.2 ]
    [ 0.575 1 0.325 0.2 0.7 0.45 0.325 0.825 0.2 0.45 0.825 0.2 0.95 0.825 0.7 1 0.95 1 0.325 0.825 0.2 0.2 0.2 1 0.2 0.575 0.575 0.2 0.2 0.575 1 0.45 0.95 0.95 0.7 0.45 0.7 0.2 0.45 0.95 ]
    [ 0.45 0.825 0.45 0.575 0.95 0.7 1 0.825 1 0.575 0.2 0.2 0.45 0.45 0.825 0.825 0.95 0.825 0.575 0.325 0.2 0.325 0.45 0.2 1 0.825 0.45 0.575 0.825 0.325 0.45 0.575 0.2 0.825 0.825 0.575 0.825 0.95 1 0.825 ]
    [ 0.2 1 1 0.825 1 0.825 1 0.45 1 1 0.825 0.45 0.325 1 0.2 0.95 0.325 0.95 0.95 0.2 1 0.2 0.825 0.575 0.825 1 0.95 0.575 0.2 1 0.575 0.7 0.95 0.825 0.45 0.7 0.325 0.7 0.2 0.325 ]
    [ 0.95 1 0.7 0.825 1 0.575 0.45 0.45 0.575 0.325 0.2 0.95 0.95 0.45 0.95 0.45 0.2 0.7 0.325 0.7 0.325 0.95 0.2 0.575 0.45 0.95 1 0.95 0.95 1 0.325 0.325 0.7 0.45 0.7 1 0.575 0.325 0.7 0.95 ]
    [ 0.45 0.325 1 0.45 0.825 0.2 0.825 0.825 0.7 0.95 1 0.325 0.45 0.7 0.7 0.575 0.45 0.2 0.7 0.7 0.7 1 0.825 0.2 0.575 0.575 0.95 1 0.95 0.575 0.95 0.575 0.325 0.325 0.575 0.2 0.7 1 1 0.325 ]
    [ 0.325 1 0.825 0.45 0.325 0.325 1 0.7 0.575 0.575 1 0.2 0.45 0.825 0.575 0.325 1 0.2 0.2 0.45 0.7 0.575 1 0.2 0.825 0.2 0.95 0.95 1 0.45 0.575 0.45 0.95 0.7 0.7 0.825 0.45 0.575 0.95 0.7 ]
    [ 0.2 0.95 1 0.325 0.325 0.95 0.45 0.2 0.575 0.825 0.95 0.95 0.2 0.7 0.7 0.7 0.325 0.45 0.95 0.825 0.45 0.2 1 0.575 0.325 1 1 0.575 0.45 1 1 0.2 0.2 0.95 0.575 0.325 0.575 0.45 1 0.95 ]
    [ 0.95 1 0.7 0.575 0.7 0.2 0.825 0.95 0.45 0.325 0.45 0.2 0.2 0.825 1 1 0.45 1 0.325 0.825 0.2 0.7 1 1 0.45 0.575 0.325 0.95 0.575 1 1 0.2 0.45 1 0.325 0.825 0.2 0.825 0.825 1 ]
    [ 1 0.825 0.825 1 0.7 1 0.325 0.45 0.95 0.825 0.7 1 0.575 0.575 0.45 1 0.95 0.45 0.575 0.45 0.575 0.2 0.95 0.45 0.575 0.7 0.325 0.575 0.45 0.2 0.2 1 0.95 1 0.45 0.2 0.825 0.95 0.7 0.45 ]
    [ 0.575 0.575 1 0.325 0.45 0.2 0.95 1 0.45 0.575 1 0.825 0.2 0.95 0.95 0.825 0.95 0.2 0.825 0.95 0.45 1 1 0.95 0.2 0.95 0.7 0.325 0.95 0.2 0.45 0.95 1 0.325 1 0.2 0.825 0.95 0.325 0.825 ]
    [ 0.2 0.825 0.825 0.325 1 0.45 1 0.325 0.7 0.575 0.2 0.575 1 1 0.575 0.825 0.2 0.825 0.2 0.95 0.95 0.45 0.45 0.95 0.825 0.825 0.45 0.325 0.7 0.95 1 1 0.325 1 0.825 0.7 0.95 0.2 0.95 0.825 ]
    [ 0.7 0.95 0.7 1 0.95 0.7 0.575 0.7 0.45 0.325 1 0.575 0.575 0.7 0.2 0.575 0.2 0.575 0.2 0.575 0.45 0.575 0.325 0.7 0.825 0.45 0.7 0.575 0.7 0.575 0.325 0.45 1 0.825 1 0.95 0.95 1 0.825 1 ]
    [ 0.2 0.45 0.325 0.575 0.45 0.45 0.325 0.825 0.2 0.825 0.575 0.7 1 1 0.45 0.2 0.325 0.325 0.7 0.45 1 0.95 0.575 0.45 0.575 0.7 1 0.2 0.825 0.325 0.825 0.2 0.2 0.7 0.95 1 0.7 0.825 0.7 0.325 ]
    [ 1 0.825 0.7 0.325 0.45 0.325 0.95 0.325 0.825 0.575 0.325 0.575 0.7 0.45 0.2 0.325 0.45 1 0.7 0.825 0.2 0.45 0.2 0.7 0.825 0.325 0.575 0.7 0.45 0.575 0.2 0.825 0.825 0.95 0.95 0.7 1 0.7 0.45 0.2 ]
    [ 0.825 0.2 0.2 0.575 0.7 0.575 1 0.575 0.825 0.95 0.7 0.45 0.95 0.7 0.575 0.45 0.825 0.45 0.325 0.7 0.575 0.575 0.325 0.2 0.95 0.7 0.325 1 0.575 0.45 0.825 0.95 0.95 0.2 1 0.825 0.7 1 1 0.575 ]
    [ 0.95 0.2 0.95 0.45 0.45 0.95 1 0.825 0.825 0.45 0.95 1 0.45 0.95 0.2 0.575 0.2 0.45 0.7 0.95 0.575 0.95 0.7 0.45 1 0.2 0.7 1 0.95 1 0.825 0.7 0.325 0.95 0.825 0.7 0.45 1 1 0.95 ]
    [ 0.7 0.2 0.2 1 1 0.7 1 0.575 0.2 0.2 0.2 0.7 0.2 0.95 0.2 1 0.325 0.325 1 0.825 0.7 0.575 0.2 0.95 0.825 0.325 0.95 0.325 0.7 0.95 1 0.45 0.825 0.825 1 0.325 0.2 0.575 0.95 1 ]
];

