    [ 0.71 0.41 0.84 0.33 1 1 0 0.78 0.9 0.66 1 0.92 0.75 0.93 0.8 0.79 0.68 1 0.26 0.65 0.27 0.39 0.38 0.45 0.44 1 0.52 0.3 0.57 0.34 0.32 0.42 0.7 0.51 0.46 0.23 0.36 0.25 0.8 0.99 0.37 0.44 0.61 0.71 0.99 1 0.2 0.34 0 0.91 0.51 0.83 0.25 1 0.79 0.82 0.75 0 0.54 1 ]
    [ 0.21 1 0.6 0.69 0.57 0.35 1 1 0.72 0.37 0.92 1 0.41 0.86 1 1 0.55 0.35 1 0.47 0.27 0.48 0.31 0.75 1 0.44 0.7 0.7 0.17 0 0.78 0 0.8 0.45 0.65 0.31 1 0.99 1 0.96 1 0 0.94 0.97 0.18 0.44 0.55 0 0.54 0.29 0.21 0.6 0.4 0.72 0.87 0.24 1 0.87 0.23 1 ]
    [ 0.79 0.67 0 0.76 0.57 0.82 0.84 0.36 1 0.76 0.75 0.41 1 0.61 0.38 0.69 0.54 0.5 0.44 0.45 0 0.17 0.89 0.45 0.59 0.29 0.61 0.84 0.94 0 1 0.55 0.86 0.54 0.78 0 0.86 1 0.59 0.9 0.64 0.18 0.24 0.55 0.49 1 1 0.36 0.17 0.78 0.91 0.83 0.7 1 0.5 1 0.69 0.4 0.22 0.65 ]
    [ 0.63 1 0.84 0.44 0.29 0.71 0.59 0.54 1 0.82 0.93 0.86 0.61 1 0.43 0.9 0.81 0.48 0.19 0.47 0.43 0.93 0.25 0.95 0.48 0.9 1 0.64 0.26 0.64 0.51 0 0.82 0.35 0 0.17 0.66 0.61 1 0.67 1 0.77 0.88 1 0.23 0.38 0.86 1 0.86 0.23 0.3 0.86 0.51 0.89 0.57 0.68 1 0.9 0.87 0.72 ]
    [ 0.61 0.53 0.78 0.8 0.87 0.52 0.62 0.87 0.71 0 0.8 1 0.38 0.43 1 0.36 0.85 0.72 0.92 0.44 0.5 0.56 0.72 0.37 0.69 0.68 0 0.84 0.88 1 0.83 0.71 1 0.18 0.56 0.75 0.37 0.96 0 0.73 0.81 0.46 0.77 0.46 0.55 0.79 0.97 0.59 0.96 0.72 0.92 1 0.79 0.41 0.47 0.79 0.6 0.73 1 0.56 ]
    [ 1 0.76 0.84 0.23 0.25 0.69 1 0.49 0 0.93 0.79 1 0.69 0.9 0.36 1 0 1 0.88 0 0.93 0 1 0.17 1 1 0.77 0.9 0.67 0.75 0.36 0.42 0.69 0.85 0.61 0.42 0.84 0.42 0.32 0.83 0.7 1 0.33 0.33 1 0.77 0.41 1 0.66 1 0.21 0.35 0.9 0.99 0 0.7 0.28 0.55 0.76 1 ]
    [ 1 0.86 0.32 0.66 0.21 0.43 0.65 0.82 0.81 1 0.68 0.55 0.54 0.81 0.85 0 1 0.5 0.41 1 1 1 0.54 0.31 0.79 0.68 0.45 1 0.66 0.46 1 1 1 0.55 0.54 1 0.9 0.29 0.83 0.36 0.83 0.95 0.63 0.49 1 0.53 0.18 0.23 0.79 0 0.43 0 0.56 0.79 0.86 0.56 0.25 0.5 1 0.71 ]
    [ 0.36 0.6 0.96 0.59 0.26 0.65 1 0.17 0 0.84 1 0.35 0.5 0.48 0.72 1 0.5 1 0.43 0.2 0.94 0.93 0.74 0.59 0.75 1 0 0.72 1 0.31 0 0.18 0.82 1 1 0.88 0 0.83 0.62 0.64 0.97 0.7 1 0.87 0.24 0.87 1 0 0.96 0.63 0.72 0.74 0.87 0.86 0.53 0.88 0.72 0.25 0.53 0.35 ]
    [ 0.45 0.47 0.38 0.69 0.32 0.63 0.28 0.35 0.2 0.85 0.26 1 0.44 0.19 0.92 0.88 0.41 0.43 1 0.32 0 0.29 0.72 0.23 0.9 0.4 0.36 0.76 0.78 0.26 0.81 0.29 0 0.72 1 0.36 0.92 0.72 0.92 0.52 0.4 0.48 0.73 1 0.55 0 0.82 0.96 0.35 0.73 0.73 0.45 0.76 0.82 0.61 0.52 0.81 0.82 0 0.59 ]
    [ 0.73 0.18 0 0.94 1 1 0.78 0.78 0.58 0.54 0.65 0.47 0.45 0.47 0.44 0 1 0.2 0.32 1 0.17 0.7 0.3 0.59 0.35 0.66 0.44 0.27 0.77 0.9 0.98 0.93 0.95 0.86 0.62 1 0.76 0.31 0.45 0.76 0.25 0.43 1 0.38 0.81 0.7 0.71 1 0.92 0.41 0.96 0.87 0.28 0.83 1 1 0.5 1 0.22 0.32 ]
    [ 0.76 0.87 0.25 0 0.19 0.42 1 0.83 0.89 0.74 0.27 0.27 0 0.43 0.5 0.93 1 0.94 0 0.17 1 0.25 0.36 0.67 0.17 0.98 1 0.6 0.72 0.69 0.67 0.64 0.68 0.26 0.68 0.71 0.52 1 0.46 0.89 0.33 0.27 0.35 0.51 0.29 0.65 0.53 0.71 0.97 0.49 0.46 0.68 0.69 0.4 0.98 0.32 0.7 0.32 0 1 ]
    [ 0.49 0 0.31 0.32 0.44 0.27 0.22 0.2 0.37 0.72 0.39 0.48 0.17 0.93 0.56 0 1 0.93 0.29 0.7 0.25 1 0.57 0.74 1 0.85 0 0.74 1 0.42 0.2 0.46 1 0.55 0.87 0.9 0.24 0.65 0.37 0.93 0.85 1 0 0.73 0.77 0.55 0.99 0.7 0.29 0.97 1 1 0.45 0.21 1 0.82 0.98 0.29 0.72 0.42 ]
    [ 0 0 0.49 0.74 0.55 0.45 0.88 0.49 0.44 0.34 0.38 0.31 0.89 0.25 0.72 1 0.54 0.74 0.72 0.3 0.36 0.57 1 0.66 1 0.48 0.32 0.49 0.46 0.18 0.56 0.72 0.98 0.45 0.81 0.7 0.6 1 0.46 0.49 0.98 0.23 0.28 0.61 0.89 0.78 0.95 0.76 0.37 0.22 0.65 0.81 0.36 0 0.75 0.82 0.77 0.53 0.79 0.81 ]
    [ 0.6 1 0.85 0.31 0.55 0.59 1 0.34 1 0.55 0.45 0.75 0.45 0.95 0.37 0.17 0.31 0.59 0.23 0.59 0.67 0.74 0.66 1 0.94 1 1 0.31 1 0.25 0.98 0.56 0 0.7 0.63 0.99 1 0.47 0.19 0.6 0.41 1 0 1 0.4 1 0.44 0.27 0.52 0.2 1 1 0.25 1 0.86 0.59 0.94 0.34 0.5 0.94 ]
    [ 0.64 0.52 0.19 0.74 1 1 0.75 0.72 0.83 0.19 0.44 1 0.59 0.48 0.69 1 0.79 0.75 0.9 0.35 0.17 1 1 0.94 1 0.84 0.31 0.25 0.72 0.56 0.47 0.17 0.76 0 0.89 1 0.76 0.64 1 0.57 1 0.64 0.19 0.49 0.68 0.88 0.18 0.73 0.98 0.3 0 0.88 0.81 0.76 0.69 0.51 0.76 1 1 0.39 ]
    [ 0 1 0.23 0.91 0.65 0.46 0.79 0.59 0.49 0.97 1 0.44 0.29 0.9 0.68 1 0.68 1 0.4 0.66 0.98 0.85 0.48 1 0.84 1 0.7 0.42 0.82 0.84 0.55 0.2 0.51 0.57 1 0 0.67 1 0.93 0.39 0.37 0.26 1 0.97 0 0.23 1 0.89 0.57 0.87 0.8 1 0.92 0.44 0.39 0.37 0.63 0.37 0 1 ]
    [ 0.71 0.63 0 0.56 0.4 0.74 0 0.6 0.18 0 0.52 0.7 0.61 1 0 0.77 0.45 0 0.36 0.44 1 0 0.32 1 0.31 0.7 1 0 0.23 0.32 0.77 0.59 0.63 0.78 0.4 0 1 0.68 1 1 1 0.29 0.79 0.51 0.27 1 0.74 0.69 0.68 1 0.71 0.41 0.19 0.79 0.42 0.67 0.47 0.6 1 0.82 ]
    [ 0.43 0.84 0.3 0 1 0.6 0.56 0.82 0.45 1 0.3 0.7 0.84 0.64 0.84 0.9 1 0.72 0.76 0.27 0.6 0.74 0.49 0.31 0.25 0.42 0 1 0.96 0.84 0.26 1 1 0.51 1 0.54 0 0.98 0.81 0.94 0.67 1 0.68 0.48 0.89 0.88 0.87 1 0.6 1 1 0.93 0.55 0 1 1 1 0.46 1 0.49 ]
    [ 0.59 0.43 0.7 0.53 0.53 0.28 0.54 0 0.69 1 0.57 0.17 0.94 0.26 0.88 0.67 0.66 1 0.78 0.77 0.72 1 0.46 1 0.72 0.82 0.23 0.96 1 0.27 0.7 0.82 0.56 0.45 1 0.41 0.69 0.97 0.34 0.38 0.86 0 0.34 0.79 0.91 0.69 0.74 0.96 0.96 1 0.99 0.6 0.95 0.99 0.67 0.79 0.41 0.39 0.92 0 ]
    [ 1 0.42 0.56 0.59 0.65 0.45 0.3 0.66 0.23 0.58 0.34 0 0 0.64 1 0.75 0.46 0.31 0.26 0.9 0.69 0.42 0.18 0.25 0.56 0.84 0.32 0.84 0.27 1 0.78 0.5 0.3 0.37 0.41 0.34 0.38 0 1 0.64 0.49 0.79 0.5 0.66 0.9 0.27 1 0.74 0.25 0.67 1 0.61 0.97 0.3 0.3 0.29 0.42 0.22 0.28 0.36 ]
    [ 0.8 0.21 0.32 0 0.21 0.94 0 0.51 0.19 0.74 0.32 0.78 1 0.51 0.83 0.36 1 0 0.81 0.98 0.67 0.2 0.56 0.98 0.47 0.55 0.77 0.26 0.7 0.78 1 0.68 0.88 0.41 1 0.75 0.39 0.31 0.28 0.2 0.37 0.57 0.35 0.25 0.93 1 0.73 0.93 0 0.72 1 0.39 0.32 0.46 0.52 0.2 0.23 0.58 0.78 0.69 ]
    [ 0.56 0.74 1 0.42 0.91 0.43 0.57 0 0.77 0.94 0.42 0 0.55 0 0.71 0.42 1 0.18 0.29 0.93 0.64 0.46 0.72 0.56 0.17 0.2 0.59 1 0.82 0.5 0.68 1 0.37 1 0.39 0 0.34 0.44 0.45 0.39 0.54 0.88 1 0.5 0.39 0.4 0.92 0.9 0.8 0.41 0.91 0.54 1 0.67 0.82 0.32 0.44 0.96 0.81 0.31 ]
    [ 0.6 1 0.71 0.76 0.7 0.4 0.94 0.38 1 1 0.7 0.8 0.86 0.82 1 0.69 1 0.82 0 0.95 0.68 1 0.98 0 0.76 0.51 0.63 1 0.56 0.3 0.88 0.37 1 1 0.4 0.3 0.3 0.75 0.3 0 0.41 0.83 0.99 0.19 0.54 0.52 0 0.5 0.55 0.67 0.58 0.27 1 1 0.7 0.23 0.44 0.73 0.76 0.75 ]
    [ 0.6 0.2 0.48 0.89 0.59 0.71 0.27 0.51 0 0.47 0.51 0.45 0.54 0.35 0.18 0.85 0.55 1 0.72 0.86 0.26 0.55 0.45 0.7 0 0.57 0.78 0.51 0.45 0.37 0.41 1 1 1 0.58 0.82 0 0.2 0.92 0.17 0.37 0.92 1 0.84 0.55 0.83 0.18 0.95 1 0.26 0.98 0.35 0.94 0.82 0.44 0.9 0.97 0.28 0.39 0.68 ]
    [ 0 0.19 0.49 1 1 0.69 0.19 0.51 1 0.46 0.46 0.65 0.78 0 0.56 0.61 0.54 1 1 0.62 0.68 0.87 0.81 0.63 0.89 1 0.4 1 1 0.41 1 0.39 0.4 0.58 1 0.73 0.47 0.62 0.87 1 0.27 0.74 0.26 0.66 0.56 0.6 0.45 0.29 0.55 0.38 0.17 0.29 0.56 1 0.57 0 0 0.95 0.53 0.72 ]
    [ 0 0.78 0.95 1 0.97 1 0.55 0 0.28 0.37 0.23 0.31 0 0.17 0.75 0.42 1 0.88 0.36 1 0.71 0.9 0.7 0.99 1 0 0 0.54 0.41 0.34 0.75 0 0.3 0.82 0.73 1 0.77 1 0.91 0.96 0 0.75 0.99 0.95 0.96 0.51 0.28 0.38 0 0.29 1 0.65 0.34 1 0.66 0.77 0.83 0 1 0.9 ]
    [ 0.88 1 0.35 0.69 1 0.35 1 0.44 0.56 0.42 0.36 1 0.86 0.66 0.37 0.84 0.9 0 0.92 0.76 0.52 0.24 0.6 1 0.76 0.67 1 0 0.69 0.38 0.39 0.34 0.3 0 0.47 0.77 1 0.59 1 0.54 1 0 0.54 0.36 0.68 0.94 1 0.69 0.41 0.83 0.88 1 1 0.21 0.58 0.66 0.27 0.98 0 1 ]
    [ 0.64 0.95 0 0.87 0.95 0.91 1 0.35 1 0.34 0.25 0.99 1 0.61 0.96 0.42 0.29 0.83 0.72 0.31 1 0.65 1 0.47 0.64 1 0.68 0.98 0.97 0 0.31 0.44 0.75 0.2 0.62 1 0.59 1 0.57 0.88 1 0.89 1 1 0.67 0.78 0.3 0.31 0.76 0.52 1 0.86 0.37 0.23 0.88 1 0.7 1 0.22 0.81 ]
    [ 0.55 0.85 0.24 0.31 0.21 0.98 0.77 1 1 0.64 0.8 1 0.59 1 0 0.32 0.83 0.62 0.92 0.45 0.46 0.37 0.46 0.19 1 0.93 1 0.81 0.34 1 0.28 0.45 0.3 0.92 0.87 0.91 1 0.57 1 0.24 1 0.6 0 0.89 0.41 0.48 0 0.67 0.81 0.89 1 0.37 0.42 0.71 0.97 0.37 0.5 0.96 0.87 0.44 ]
    [ 0.5 0.17 1 0.5 0.9 0.85 0.91 0.66 0.29 1 0.99 0.96 0.9 0.67 0.73 0.83 0.36 0.64 0.52 0.76 0.89 0.93 0.49 0.6 0.57 0.39 1 0.94 0.38 0.64 0.2 0.39 0 0.17 1 0.96 0.54 0.88 0.24 1 0.35 0.56 0.3 0.66 0.32 0.53 1 1 0.5 0.36 0.22 1 0.23 0.2 0.87 0.39 0.61 1 0.72 1 ]
    [ 0.2 0.18 0.97 0.46 0.98 0.6 0.76 0.69 0.81 0.62 0.37 1 0.64 1 0.81 0.7 0.83 0.97 0.4 0.25 0.33 0.85 0.98 0.41 1 0.37 1 0.67 0.86 0.49 0.37 0.54 0.41 0.37 0.27 0 1 1 1 0.35 1 0.87 0.97 1 1 0.76 0.99 0.25 0.25 1 0.6 1 0.7 0.48 0.69 0.62 0.3 0.85 0 0.29 ]
    [ 0.55 0.84 0.47 0.65 0.84 0 0.49 0.72 0.6 0.7 0.44 0 0.18 0.77 0.46 1 0.95 0.7 0.48 0.43 0.27 1 0.23 1 0.64 0.26 0.29 1 0 0.79 0.57 0.88 0.83 0.92 0.74 0.75 0 0.89 0.6 0.56 0.87 1 0.38 0.21 0.58 0 0.49 0.81 0.97 0.62 0.74 0.5 0.84 0.19 0.62 0.43 0.92 0.38 0.79 0.21 ]
    [ 0.26 0.35 0.22 0.51 0.31 1 0.58 0.89 1 0.96 0.61 0.94 0.24 0.88 0.77 0.33 0.63 1 0.73 1 0.35 0 0.28 0 0.19 1 0.79 0.68 0.34 0.5 0.35 1 0.99 1 0.26 0.99 0.54 1 0 0.3 0.97 0.38 1 0.59 0.73 0.68 0.19 0.52 0.33 0.45 0.71 0.97 0.45 0.95 0.28 0.62 0.71 0.79 0.8 1 ]
    [ 0.95 0.65 1 0.87 0 0.39 1 0.78 0.3 0.48 0.71 0.97 0.55 1 0.46 0.33 0.49 0.87 1 0.38 0.51 0.73 0.61 1 0.49 0.97 0.51 0.48 0.79 0.66 0.25 0.5 0.19 0.84 0.66 0.95 0.36 1 0.89 0.66 1 0.21 0.59 1 0.48 1 0.4 1 0.89 0.58 0.78 0.51 1 1 0.35 1 0.17 0.48 0.34 0 ]
    [ 1 0.65 0.45 0.3 0.41 0 0 0.43 1 1 0.99 0.18 0.49 0.23 0.55 1 1 0.24 0.55 0.81 0.29 0.77 0.89 0.4 0.68 0 0.27 0.89 0.91 0.9 0.93 0.39 0.54 0.55 0.56 0.96 0.68 0.67 0.41 0.32 1 0.58 0.73 0.48 1 0.82 1 0.28 0.49 1 0.79 0.63 0.58 0.79 0.75 0.99 0.22 0.86 0.67 0.29 ]
    [ 0.59 0.27 0.93 0.91 0.78 0.76 0.3 0.39 0.64 0.35 1 0.44 1 0.38 0.79 0.77 0.53 0.87 0 0.7 0.65 0.55 0.78 1 0.88 0.23 1 0.88 0.69 0.27 1 0.4 0.52 0.83 0.6 0.51 0.94 0.78 0.48 0.53 0.76 0 0.68 1 0.82 1 0.55 0.85 0.87 0.66 0.33 0.44 1 0.44 0.38 0.34 0.91 1 0.5 0.88 ]
    [ 0.83 0.78 1 0.82 0.94 1 0.17 1 1 1 0.2 0.55 1 0.86 0.97 0.41 0.18 1 0.82 0.71 0.53 0.99 0.95 0.44 0.18 1 0.74 0.87 0.74 1 0.73 0.92 0 0.18 0.45 0.28 1 0.3 0 1 0.99 0.49 0.19 0.4 1 0.55 1 1 0.89 0.3 0.32 0.9 1 0.68 0.88 0 0.83 1 1 1 ]
    [ 0.32 0.47 0 0.74 0.53 1 0.47 0.8 0.8 0.78 0.34 0 0.36 1 0.59 1 0.23 0 0.96 1 0.71 0.7 0.76 0.27 0.73 0.89 0.69 1 0.96 0.74 0.93 0.9 0.5 0.95 0.29 0.38 0.69 0.31 0.67 1 0.25 0.81 0.52 1 0.28 0.85 1 1 0.66 1 0.72 0.73 0.99 0.38 0.73 0.3 1 0.3 0.72 0.78 ]
    [ 0.61 0.9 0.52 0.84 0.87 0.8 0.52 0 1 1 0 0.54 0.17 0.86 0.96 0.66 0.79 0.96 0.35 0.92 0.97 0.29 0.37 0.52 0.98 0.57 0.68 0.6 0.96 0.25 0 0.8 0.55 1 0.55 0 0.41 0.76 0.81 0.5 0.25 0.97 0.33 0.89 0.49 0.87 0.89 0.66 1 0.85 0.26 0.41 0.67 0.85 1 0.56 0.2 0.92 0.36 0.39 ]
    [ 0.99 0.34 0.95 0.56 0.67 0.93 0.39 0.79 0.51 0.23 0.91 0.29 0.78 0.23 0.72 1 0 0.63 0.73 0.41 0.49 0.97 0.22 0.2 0.3 0.87 1 1 1 0.67 0.72 0.41 0.67 0.26 0.38 0.29 0.83 0.52 0.89 0.36 1 0.62 0.45 0.58 1 0.66 0.3 1 0.85 1 0.45 0.67 0.37 0.64 0.48 1 1 0.58 1 0.47 ]
    [ 0.28 1 0.48 0.47 0.29 1 0.81 1 0.2 0.27 0.51 0.21 0.91 0.3 0.92 0.21 0.43 0.72 0.73 0.96 0.46 1 0.65 1 0 0.8 0.71 1 0.99 1 1 0.91 0.58 0.98 0.17 1 0.88 1 1 0.22 0.6 0.74 0.71 0.78 0.79 0.33 0.32 0.72 0.26 0.45 1 0.53 1 1 0.85 0.23 0.65 0 0.45 0.24 ]
    [ 0.55 0.68 0 0.91 1 1 0.59 1 0.66 0.81 0.83 0.6 0.83 0.86 1 0.35 0 0.74 0.45 0.87 0.68 1 0.81 1 0.88 1 0.41 0.93 0.6 0.61 0.39 0.54 0.27 0.35 0.29 0.65 1 0.86 0.37 1 1 0.5 0.97 0.51 0.63 0.44 0.9 0.73 0.41 0.67 0.53 1 0.23 0.6 1 0.26 0.77 0.55 0.57 0.28 ]
    [ 0.4 0.63 0.17 0.72 1 0.27 0.74 0.98 0.93 0.22 0.25 0.4 0.7 0.51 0.79 0.9 0.56 0.87 0.76 0.28 0.69 0.45 0.36 0.25 0.81 0.92 0.19 0.55 0.95 0.97 0.32 1 1 0.94 0.56 0.34 1 0.37 0.42 0.23 0.7 0.84 0.45 1 0.58 1 1 0.99 0.67 0.37 1 0.23 1 0.35 0.26 0.35 0.99 0.71 0.85 0.28 ]
    [ 1 0.41 0.73 1 0.9 0.29 0.21 1 0.29 0.48 1 0.72 1 0.89 0.41 0.99 0.79 0.86 0.82 0.83 0.4 0.21 0 1 0.76 0.44 0.79 0 0.99 0.3 0.46 0.67 1 0.82 1 1 0.21 0.23 0.71 0.2 0.48 0.19 0.95 1 0.79 0.44 0.68 0.38 0.85 0.64 1 0.6 0.35 1 0.74 0 0 0.44 0.96 0.92 ]
    [ 0.48 0.25 0.98 0.46 0.56 0.56 0.83 0.17 1 1 0.79 0.87 0.5 0.57 0.47 0 0.86 0.53 0.61 1 0.98 1 0.75 0.86 0.69 0.39 0.42 1 0.67 0.3 0.52 0.82 0.7 0.44 0.57 0.66 0.58 0.88 0.97 0.87 0.69 0.62 0.28 0.35 0.75 0.38 0.88 0.73 1 0.48 0.85 1 0.26 0.74 1 0.98 0.61 0.19 1 0.18 ]
    [ 0.68 0.87 0.37 0.62 0.54 0.88 1 0.72 0.33 0.23 0.82 0.24 1 0.68 0.79 0.7 0.56 0.88 0.52 1 0.32 0.82 0.82 0.59 0.51 0.37 0.67 1 0.79 0.29 0.2 0.32 0.23 0.9 0 0.77 0.66 1 0.37 0.39 0.62 0.43 0.62 1 0.99 0.34 0 0.3 0.56 1 0.23 0.26 0.35 0 0.98 1 0.48 0.49 0 0.84 ]
    [ 0.91 0.8 0 1 0.89 0.47 0.36 0.97 0.39 0.78 0.75 1 0.69 1 0.6 0.28 0.25 0.72 0.81 0.5 0.7 0.98 0.77 0.94 0.76 0.63 0.47 1 0.41 0.42 0.23 0.44 0.44 0.97 0 0.83 0.27 0.7 0.5 0.61 0.3 0.92 0.71 0.17 0.22 0.91 0.83 1 0.2 1 0.65 0.77 0.99 0 0.61 0.48 1 0.44 0.23 0.95 ]
    [ 0.65 0.26 1 0.47 0.95 0.51 0.83 0.69 0.81 0.84 0 0.87 0.4 0.9 0.73 0.55 0.5 0.25 0.82 1 0.32 0.29 0.53 0.34 1 0.37 0.6 0.46 0.39 0.22 0.58 0.96 0.73 0.28 0.95 0 0.98 1 0.96 1 0.85 0.38 0.79 0.48 0.86 1 1 0.3 0.92 0.58 0 0.55 0.71 0.44 0.19 0.49 0.44 1 0.65 0.17 ]
    [ 0.23 0.41 1 0 0.35 1 0.64 0.51 0.51 0 0.54 0.23 0.22 0.87 1 0.76 1 0.53 0 0.22 0 0.72 0.79 0.5 1 0 1 1 0.92 0.28 0.78 0.81 0.76 0.39 0.53 1 0 0.22 0.87 0.72 0 0.79 0.8 0.34 0.67 0.5 1 0.72 0.36 1 0.45 0.57 0.85 0.96 1 0 0.23 0.65 1 1 ]
    [ 0.55 0.46 0.95 0 1 1 0 0.32 0.65 0.23 1 1 0.65 0.72 0.56 1 0.71 0.35 0.59 0.32 1 0.42 0.81 0.94 0.39 1 0.82 0.49 0 0.36 0.69 0.31 0.75 0.68 0.72 0.9 1 0.81 0.44 1 0.29 0.21 1 0 0.29 0.88 1 0.78 0.39 0.47 0.24 0.28 0.28 0.92 0.18 0.84 0.95 0.17 1 1 ]
];

