    [ 0.63 0 0.505 0.88 0 0.63 0.755 0.63 0.63 0.755 0.63 0.88 0 0.63 0.13 0.88 0.505 0.13 0.755 0.88 1 0.63 0.13 1 0.13 0.63 0.255 0.755 0.505 1 0.88 0.63 0.13 0.88 1 0.505 0.505 1 0.13 0.38 ]
    [ 0.88 1 0.13 1 0.88 0.88 0.13 0.38 0.255 0.38 0.13 0 0.505 0.13 0.63 1 1 1 0.13 0.255 0.63 1 1 0.63 0.505 0.88 0.255 0.505 0.88 0.255 0.88 0.13 0.13 0.755 0.38 0.88 0.505 0.505 1 0.63 ]
    [ 0.505 0.38 0.13 0.755 1 0.255 1 1 0.13 0.63 0.38 0.505 0.13 1 0.505 1 0.13 0.13 0.63 0.755 0.13 1 1 0.38 0.38 0.13 0.38 0.63 0.63 0.38 1 1 0.88 0.255 0.505 0.88 0.13 1 0.13 0.88 ]
    [ 0.755 0.505 0.88 0.13 1 0.505 0.255 0.255 1 0 0.13 0.38 0.13 1 0.755 0.88 0.505 0.505 0.38 0 1 0.63 0.38 1 0.63 0 0.63 0.38 0.755 0.63 1 0.255 0.63 0.505 1 1 0.88 0.505 1 0.255 ]
    [ 0.88 0.38 0.13 0.755 0.38 0.755 0.63 0.255 1 0.88 1 0.88 0.13 0.38 0.38 0.755 0.88 0.755 0.755 0.88 0.13 0.505 0.38 0.63 1 0.13 0.255 0.63 0.755 0.13 0.88 0.755 0.755 0.38 0.38 0.255 0 1 1 0.88 ]
    [ 0.63 1 0.63 1 0 0.63 0.88 1 0.255 0.88 0.63 0.505 1 0.38 0.63 0.88 0.505 0.13 0.505 0.755 0.63 0.88 0.13 0 0.13 1 0.255 0.255 0.63 0.88 0 0.505 0.755 0.88 0.505 0.505 0.255 0.88 0.755 1 ]
    [ 0.755 0.255 0.88 0 0.255 0.13 0.88 0.255 0.88 0.755 0.755 0.63 0.755 0.255 0.505 0.88 0.255 0 0.63 0.755 0.255 0.255 0.38 0.63 0.255 0.255 1 0.505 0.63 0.63 0.88 0.63 0.38 0.38 0.38 0.88 0.505 0.13 0 0 ]
    [ 0.755 1 1 0.63 0.255 0.63 0.13 1 0.38 0.505 0.505 0.255 0.255 0.13 0 0.88 1 0.755 0.755 1 0.755 0.505 0.63 0.38 0.63 0.255 0.505 1 0.63 0.255 0.63 0.255 0.13 1 0.88 0.505 1 0.755 0.88 0.38 ]
    [ 0.88 0.755 0.38 1 0.755 0.63 0.63 0 0 0.63 0.755 0.63 0.755 0.13 0.88 0.755 1 0.88 0 0.38 0.505 0.88 0.63 0.755 0.755 0.63 0.63 0.63 1 0.755 1 0.63 0.13 0.505 0 0.88 0.255 0.505 0.88 0.505 ]
    [ 0.63 0.505 0.13 0.38 1 0 0.255 0.63 1 0.38 0.88 0.38 1 0.505 0.88 0.63 0.38 0.255 0.63 0.505 1 0.255 0.38 0.63 0.13 0.88 0.63 0.255 0.755 1 0.255 1 0.505 0.38 0.88 0.13 0.63 0.255 0.755 0.88 ]
    [ 0.38 1 0.255 0.505 0.38 0.755 0.505 1 0 1 0.63 0.505 0.88 1 0.88 0.13 0.505 0.505 0.13 0.255 0.88 0.88 1 1 0.88 0 0.88 0.63 1 0.255 1 0 1 0.63 0.755 0.505 0.505 0.38 0 0.13 ]
    [ 0.63 0.505 0.255 1 1 0.755 0.755 0.255 0 0.38 0.88 0.505 0.755 0.755 0.505 0.755 0.13 0.13 0.38 0.63 0.63 0.13 1 0.255 0.755 0.505 0.63 0.255 0.63 1 0 1 0.505 0.755 0 0.13 0.88 0.38 1 0.255 ]
    [ 0.63 1 0.755 0.755 0.755 0.63 0.755 1 1 0.255 1 0.505 0.63 0.755 0.255 0.13 0.505 0.88 0.255 0.255 0.13 0.13 0.88 0.63 0.755 0.755 0.38 0.13 0.13 0.505 1 0.505 1 0.63 0.255 1 0.38 0.255 0.88 0.505 ]
    [ 0.255 0.505 0.88 0.38 0.505 0.255 0 0.38 0.755 0.13 0.63 1 0.38 0.13 0.63 1 0.755 0.13 0.755 0.13 0.88 0.755 0.255 0.505 0.38 0.88 0.38 1 0.505 0.38 0.63 0.755 0.63 1 0.38 0.755 0.38 0.255 0.13 1 ]
    [ 0 0.38 0.755 0 1 0.63 0.13 0.13 0.255 0.38 0.63 1 0.38 0.13 0.63 0.505 0 0.255 0.88 0.255 1 0.38 0.505 1 0.38 0.505 0.38 0.88 0 0.88 0.755 0 0.255 0.38 1 0.505 0.38 0.88 0.38 0.13 ]
    [ 0.505 0 0.13 0.505 0.88 0.755 0.88 0.38 0.13 0.255 0.13 0.13 0.505 0.255 0.755 0.255 0.505 1 1 0.505 0.505 0.88 0.88 1 0.255 0.505 0.88 0.505 0.88 0.13 0.505 0.13 1 0.755 0.505 1 0.63 0.755 0.13 0.38 ]
    [ 0.255 0.88 0.255 0.13 0.63 1 0.255 0.755 0.88 0.755 1 0.255 0.38 0.755 0.255 0.38 0 0.88 0.755 0.505 0.505 0.505 0.13 0.88 0 0.255 0.505 1 0.255 0.63 0.505 0.88 0.38 0.38 0.38 0.63 1 0 0.255 0.63 ]
    [ 0.88 0 0.505 0.255 0.255 0.13 0 0.755 0.88 0.505 0.755 1 1 0.88 0.38 0.755 0.755 0.13 0.755 0.38 1 0.505 1 0.505 1 0.88 0.13 0.755 0.505 0.255 0.38 0.38 0.255 0.255 0.88 0.755 0 1 0.255 0.755 ]
    [ 0.255 0.255 0.88 0.63 0.38 0.13 0.63 0.88 0.255 0.505 0.88 0.63 0.255 0 0.505 0.38 0.505 1 0.88 0.505 0.13 1 0.13 1 1 0.755 0 0.88 0.88 0.755 0 1 0.88 0.13 0.38 0.13 0.255 0.255 1 0.63 ]
    [ 1 0.505 0 1 0.88 0.63 0.13 0.755 0 0 0.88 1 0.63 0.755 0.13 0.38 0 0.38 1 0.255 0.38 0.63 0.88 0.255 0.88 1 0 0.38 0.505 0.88 0.13 0.255 0.505 1 0.13 0.38 0.63 0.755 0.63 1 ]
];

