    [ 0.15 0.76 0.41 0.17 0.87 0.63 0.93 0.32 0.68 0 0.56 0.94 0.9 1 0.66 0.16 0.23 0.26 1 0.81 0.49 0.68 0.36 0.94 0.78 0.72 0 0.79 1 0.66 0.79 0.98 0.66 0.25 1 0.21 1 0.14 0.4 0.21 0.46 1 0.38 0.18 0.31 0.96 0.83 0.13 1 0.58 0.61 0 0.38 0.87 0.13 0.6 0.7 0.93 0.58 0.72 0.16 0.16 0 0.12 0.84 1 0.67 0.86 0 0.47 0.51 0.72 0.37 0.5 0.98 1 0.59 0.78 0.14 0.93 ]
    [ 0.22 0.96 0.17 1 0.69 0.18 0.74 0.49 0 0.39 0.86 0.3 0.75 0.65 0.64 0.8 0.36 1 0.81 1 0.29 0.12 0.45 0.17 0.41 0.9 0.92 0 0.97 0.4 0.22 0.25 0.25 0.37 0.62 1 0.96 0.56 0.85 0 0 0.86 1 0.91 0.67 0.64 0.39 0.34 1 0.71 0 0.83 0.63 0.75 0.28 0.9 0 0.96 1 0.77 0.86 0.83 0.48 0.58 0.57 0 0.75 0.6 0.35 0.54 0.61 0.14 0.88 0.89 0.66 0.46 0 0.46 1 0.46 ]
    [ 0.48 0.89 0.72 0.49 0.21 0.96 0.94 0.99 0.9 0.74 0.27 0.24 0.63 0.84 0.16 0.85 0.77 0.76 0.49 0.29 1 1 0.12 0 0.84 0.24 0.57 1 0.18 0.98 0.57 0.42 0.32 0.97 0.55 0.52 0.45 0.64 0.49 0.98 1 0.91 0.75 0.46 0.99 0.17 0.72 0.76 0 0.51 0.49 0.14 0.22 0.68 1 0.24 1 0.76 0.24 0.42 0.3 0.96 0 0 0.13 0.42 0.46 0.25 1 1 0.76 0.69 0.64 0.29 0.84 0.28 0.46 0.85 0.64 0 ]
    [ 0.68 0.61 0.53 0.63 0.35 0.76 0.17 0.9 0.7 1 0 1 0.49 0.97 0.14 0 0.26 0.82 0.68 0.12 1 1 0.54 1 0.92 0.85 0.43 0.61 0.45 0.68 0.44 0 0.84 0.58 0.82 0.8 0.19 0.43 0.43 0.9 0 0.94 0.88 0.78 0.54 0.59 0.6 0.42 0.31 0.91 0.12 0.27 0.95 0.22 0.37 0.9 0.56 0.95 0.57 0.94 0.35 0.78 0.91 1 0.89 1 0.83 1 0.18 0.33 1 0.6 0.24 0.73 0.44 0.13 0.85 0 0.27 0.68 ]
    [ 0.21 0.95 0.2 0.91 0.51 0.66 0.5 0.89 0.53 0.88 0 0.69 0.56 0.91 0 0.67 0.93 0 0.36 0.45 0.12 0.54 1 1 0.87 0.2 0.36 0.29 0.62 1 0.62 0.93 0.35 0.18 0.33 0 0.49 0.35 0.67 0.57 0.99 0.59 0.33 0.69 0.42 0.86 0.32 0.55 0.81 0.79 0.93 0.54 0.8 0.27 0.46 0.18 0.79 0.46 0.86 0 0.14 0.96 1 0.77 0.41 0.68 0.54 0.45 0 0.98 0.73 0.83 0.63 0.32 0.13 0 0.85 0.37 1 0.44 ]
    [ 1 0.89 0.88 1 0.7 0.83 0.94 0.87 0.4 0.82 0.74 0.84 0.34 0.31 0.46 0.88 1 0.93 0.94 0.17 0 1 1 1 0.38 1 0.5 0.94 0.35 0.67 0.78 0.81 0.96 0.58 0.37 1 1 0.29 0 0.36 0.54 0.21 1 0.5 0.24 0.63 0.32 1 0.22 0.57 0.9 0.98 0 0.38 0.18 0.7 0.28 0.45 0.22 0.83 0.77 0.17 1 0.57 0.67 0.56 0.39 0.27 0.47 0.66 0.56 0.53 0.43 0.8 1 0.29 0.25 0.14 0.43 0.77 ]
    [ 0.31 0.72 0.96 0.72 0.14 0.94 0.14 0.24 0.42 0.89 0.12 0.58 0.41 0.3 0.5 0.7 0.69 0.45 0.78 0.41 0.84 0.92 0.87 0.38 1 1 0.36 0.53 0.67 0.44 0.33 0.38 1 1 0.15 0.59 0.17 1 0.81 0.18 0.29 1 0.3 0.96 0.3 0.98 0.57 0.65 0.86 1 0.47 0.62 0.14 0.63 0.87 0.23 0.7 0.49 0.62 0.13 0.54 0.71 0.64 0.36 0.71 0.68 0.24 0.99 0.67 1 0.61 0.39 0.25 0.48 1 0.95 0.89 0.83 0.67 0.2 ]
    [ 1 0.48 0.46 0.44 0.85 0.61 1 0.89 0.86 0.69 0.77 0.41 1 1 0.12 0.43 1 0.67 0.72 0.9 0.24 0.85 0.2 1 1 1 0.78 0.73 0 1 1 0.24 1 0.12 0.19 0.33 0 0.41 0.59 0.97 0.6 0.33 0.22 1 0.99 0.26 0.43 0.84 0.81 0.94 0 0.38 0.2 0.59 0.72 0.74 0.42 0.9 0.82 0.42 0.31 0.49 0.87 0.38 0.46 0 0 1 0.76 0.44 0.87 0 0.42 0 0.54 0.7 0.89 0 0.68 0.12 ]
    [ 1 0.14 1 1 0.31 0.75 0.46 0.47 1 0.17 0.7 1 1 0.91 0.94 0 0.71 0.21 0 0.92 0.57 0.43 0.36 0.5 0.36 0.78 1 0.62 0.55 0.46 1 0.89 0.38 0.82 0 0.95 0.13 1 0.5 0 0.37 0.55 0.22 0 0.24 1 1 0.43 0 0.98 0.14 0 0.58 0.79 0.24 0.97 1 0.79 0.91 0.72 0 1 0.88 0.48 0.43 0.46 0.55 0.54 0.83 0.85 0.47 0.84 0.55 0.47 0.79 0.78 0.63 0.66 0.59 0.39 ]
    [ 0 0.78 0.94 0.43 0.37 0.32 0 0.12 0.55 0.83 0.13 0.75 0.42 0.67 0.74 0.17 1 0.94 0.79 0 1 0.61 0.29 0.94 0.53 0.73 0.62 1 0.76 0.28 1 0.6 0.32 0.64 0.48 1 0.29 0.66 0.83 0.89 0.49 0.65 0.86 0.3 0.58 0.62 1 0.22 0.36 0.89 0.52 1 0.52 0.57 0.78 1 0.71 1 0.39 0.88 1 0.3 0.42 0.75 1 0.27 0.21 1 0.65 0.77 0.81 0.38 0.13 0.26 0.9 0.18 0.33 0 0.69 0 ]
    [ 0.12 0 0.78 0.83 0.3 0.53 0.91 0.36 0.43 1 0.99 0.33 0.92 0 0.71 0.33 1 1 1 0.97 0.18 0.45 0.62 0.35 0.67 0 0.55 0.76 1 0.93 1 0.44 1 0.49 0.2 0.29 0.99 0.67 0.63 0.59 0.24 0.45 0.36 0.86 0.6 0.19 0.57 0.96 0.4 0.12 0.44 0.34 0.99 0.36 0.27 1 0.56 0.77 0.36 0.15 0.58 0.78 0.66 0.45 0.88 0.83 0.62 0.91 0 0.4 0.39 0.82 0.21 0.56 0.38 0.17 0.23 0.79 0 0.12 ]
    [ 0.19 1 0.61 0.48 0.29 0.98 0.59 0.14 1 0.94 0.61 0.21 0.37 0.85 0.22 0.64 1 0.76 0.66 0.4 0.98 0.68 1 0.67 0.44 1 0.46 0.28 0.93 1 0.98 0.24 0.34 0.91 0.59 0.52 0.99 0.61 0.61 0.93 1 1 0.23 0.86 0.83 0.53 0.15 1 0.57 0.86 0.53 0.82 0.4 0.89 0.77 0.16 0.62 0.8 0.86 0.63 0.34 0.15 0.58 0.14 0.96 0.99 0.55 0.67 0.92 0.13 1 0.21 0.25 0.22 0.37 0.44 0.18 0.88 0.54 0.59 ]
    [ 0.14 0.54 0.56 0.16 0.87 1 0.94 0 0.95 0.34 0.62 0.55 0.2 0.17 0.46 0.46 0.27 0.62 0.79 0.22 0.57 0.44 0.62 0.78 0.33 1 1 1 1 0.98 1 0.66 0.17 0.55 0.85 1 0.33 0.95 0.53 0 0.47 0.77 0.49 0.72 0.87 0.55 0.45 0.2 0 0.62 0.91 0 1 0.95 0.46 1 0.98 1 0.93 0.52 0.72 0.43 0.97 0.44 1 0.72 0.45 0.39 0.59 0.81 0.23 0.67 0 0 0.66 0.26 0.65 0.71 1 0.86 ]
    [ 0.6 1 0.3 0.42 0.53 1 0.7 0.64 0.91 0 0.59 0.7 0.49 1 0.21 0.83 0.18 0.81 0.98 0.25 0.42 0 0.93 0.81 0.38 0.24 0.89 0.6 0.44 0.24 0.66 1 0.9 0.75 1 1 0.17 0.41 0.86 0.29 0.96 0.15 0.24 0.68 0.78 0.67 0.23 0.57 0.27 0.65 0.15 0.7 0.22 0.4 0.35 0.94 0.56 0.14 0.66 0.85 0.91 0.41 0.73 0.44 0.5 1 0.94 0.65 1 0.4 0.95 0.84 0.6 0 0.98 0.88 0.52 0 0.47 0.41 ]
    [ 0 1 0.86 0.63 0.96 0.85 0.73 0.68 0.65 0.24 0.18 0.2 0.84 0.66 0.52 0.56 1 0.43 0.66 0.25 0.32 0.84 0.35 0.96 1 1 0.38 0.32 1 0.34 0.17 0.9 1 0.88 0.79 0.33 0.66 0.18 0.87 0.58 0.28 0 0.61 0.75 0 0.46 0.68 0.44 0.55 0.69 0.83 0.46 1 0.73 0.41 0.79 0.17 0.64 0.7 0.44 0.82 0.93 1 0.75 0.34 1 0.67 0.84 0.32 0 1 0 0 0.2 0.31 0.44 0.24 0 0.38 0 ]
    [ 0.14 0.45 0.34 0.93 0.88 1 0.39 0.31 0.53 0.82 0.96 0.97 0 0.89 0.12 0 0 1 0.25 0.37 0.97 0.58 0.18 0.58 1 0.12 0.82 0.64 0.49 0.91 0.55 0.75 0.88 1 0.68 0.59 0.69 0.23 0.2 0 0.31 0 0.99 1 0.71 0.61 1 0.83 0.65 0.85 0.97 0.85 1 0 0.8 0.19 0.52 0.56 0.42 0.5 0.33 0.24 0.21 0.5 1 0.84 0.47 0.83 0.47 0 0.16 1 0.21 0.87 0.43 0 0.17 0.83 0.41 0.89 ]
    [ 0.97 0.26 0.31 0.89 0.65 0 0.41 0.63 0.72 0.6 0.6 0.39 0.75 0.83 0.22 0.67 0 0.39 1 0.62 0.55 0.82 0.33 0.37 0.15 0.19 0 0.48 0.2 0.59 0.85 1 0.79 0.68 1 0 1 1 1 0.8 1 0.33 0.32 0.88 0.33 0.77 0.28 0.6 0.97 0.12 0.62 0 0.98 0.32 0.14 0.17 0.76 0.41 0.68 0.48 0 0.44 0.84 0.35 0.74 0.36 0.61 0.76 0.68 0.76 0.89 0.14 0.6 0 0.52 0.47 0.32 1 0.64 0.66 ]
    [ 0.89 0.78 0.74 0.99 0.44 0.49 0.48 1 0.73 1 1 0.26 0.84 0.34 0.32 0.19 0.75 0.25 0.21 1 0.52 0.8 0 1 0.59 0.33 0.95 1 0.29 0.52 1 1 0.33 0.59 0 1 1 0.94 0.83 0.93 0.48 1 0.32 0.71 0.38 0.85 0.72 0.39 0.92 0.89 0.52 0.14 0.74 0.43 0.95 0.77 0.22 0.97 0.62 0.63 0.5 1 0.49 0.91 0.58 0.17 0.52 0.36 0.55 1 0.31 1 0.29 0.76 0.44 1 1 0.81 0 0.62 ]
    [ 0.3 1 0 0.52 0.59 0.28 1 1 0.16 0.82 0.75 0 0.42 0.91 0.86 0.29 0.57 0.58 1 0.96 0.45 0.19 0.49 1 0.17 0 0.13 0.29 0.99 0.99 0.33 0.17 0.66 0.69 1 1 1 0.21 0 0.26 0.2 0 0.48 0.22 0.52 0 0.59 0.84 0.41 0.99 1 0.63 0.35 0.18 0.78 0.71 0.94 0.39 0.68 0.69 0.29 0.66 1 0.23 1 0.82 0.21 0.56 0.98 0.23 0.35 0 0.32 0.87 1 0.37 0.81 0.45 0.74 0.43 ]
    [ 0.95 0.98 0.8 0.27 0.89 0.63 0.21 0.79 0.46 0.39 0.8 0.86 0.88 0.62 0.33 0.94 0.17 0.49 0.14 0.56 0.64 0.43 0.35 0.29 1 0.41 1 0.66 0.67 0.61 0.95 0.41 0.18 0.23 1 0.94 0.21 1 0 0 0.38 1 0.6 0.3 0.85 0.4 0.68 0 1 0.33 0.95 0.85 0 0.66 0.69 0.66 0.17 0.6 1 0.88 0.8 0.25 0.23 0 0.51 0.29 0.71 0.83 0.58 0.19 0.96 1 0.17 0.54 0.22 0.83 0.38 0.7 0.36 0.58 ]
    [ 0.91 0.28 0.98 0 0.82 0.97 0.55 0.61 0.12 0.79 0.89 0.54 0.73 0.7 0.89 1 0.82 0.47 0.4 0.85 0.49 0.43 0.67 0 0.81 0.59 0.5 0.83 0.63 0.61 0.53 0.86 0.87 0.2 1 0.83 0 0 1 1 1 0.18 0 0.49 0.72 0.97 0.23 1 0 0.4 0.98 0.66 1 0.98 0.58 0.18 0.99 0.6 0.81 0.86 0.19 0.44 0.13 0.41 0.95 0.75 0.76 0.3 0.12 0.68 1 0.45 0.91 0 0.79 0.41 0.77 0.61 1 0.77 ]
    [ 0.59 0.36 0.76 0.92 0.78 0.23 0.58 0.51 1 0.53 0.5 0.9 0.94 0.12 0.55 0.4 0.54 0.42 0.21 0 0.98 0.9 0.57 0.36 0.18 0.97 0 0.89 0.59 0.93 0 0.29 0.58 0 0.8 0.93 0.26 0 1 1 1 0 0.62 0.3 0.35 1 0.53 1 0.23 0.33 0 0.68 0.8 0.73 0.48 0.47 0.19 0.93 0.14 0.19 0.37 1 0.96 0.52 0.16 0.89 0.28 0.88 0.56 0.57 0.28 0.69 0.81 0.44 0.53 0.61 1 0.97 0.84 0.94 ]
    [ 0.59 1 0.85 1 0.94 1 0.13 0.51 0.67 0.68 0.62 0.12 0.22 0.85 0.43 0.34 0.76 0.76 0.46 0 1 0 0.99 0.54 0.29 0.6 0.37 0.49 0.24 1 0.47 0.96 0.28 0.31 1 0.48 0.2 0.38 1 1 1 0.51 0.74 1 1 0.88 0.38 0.35 0.32 0.37 0.27 1 0.97 0.68 0.42 0.12 0.21 0.88 1 0.73 0.32 0.45 0.47 0.46 0.64 0.72 0.9 0.48 0.68 0.5 0.36 0.14 0.93 0.68 0.69 0.86 0.24 0.41 0.79 0.18 ]
    [ 1 0.75 1 0.63 0 0.5 0.47 0.53 0.37 0.25 0.74 0.93 0.51 0.71 1 1 0.19 1 1 0.86 0.91 0.94 0.59 0.21 1 0.33 0.55 0.65 0.45 1 0.77 0.15 0 0 0.33 1 0 1 0.18 0 0.51 1 0.87 0.55 0.4 0.33 0.35 0.34 0.13 0.45 0.19 0.26 0.75 0.59 0.12 0.38 0.51 1 0.64 0.33 0.77 0.28 0.66 0.51 0.78 0.54 0.78 1 0.6 0.69 0.26 0 0.8 0.84 0.57 0.16 1 0.14 0.74 0.13 ]
    [ 0.27 1 0.45 0.41 0.45 0.91 0.37 0.2 0.84 0.88 0.82 1 0.3 0.15 0.74 0.26 0.23 1 0.38 1 0.75 0.88 0.33 1 0.3 0.22 0.22 0.86 0.36 0.23 0.49 0.24 0.61 0.99 0.32 0.32 0.48 0.6 0 0.62 0.74 0.87 1 0.78 0.19 0.63 0.25 1 0.12 0.18 0.71 0.91 1 0 0.5 0.88 0.71 0.94 0 0.68 0.44 0.4 0.24 0.8 0.82 0.45 0.12 0.78 1 0.67 0.73 0.32 0.85 0.97 0.66 0.35 0 0.95 0.32 0.42 ]
    [ 1 0.39 0.86 0.64 0.95 0.3 0.52 0.29 0.23 0.18 0.54 0.73 0.51 0.9 0.73 1 0.31 0.33 0.18 0.91 0.46 0.78 0.69 0.5 0.96 1 0 0.3 0.86 0.86 0.72 0.68 0.75 1 0.88 0.71 0.22 0.3 0.49 0.3 1 0.55 0.78 1 0.37 0.89 0.4 0.41 1 0 0.31 0.88 0.86 0.5 0.19 0.78 0 0.91 0.65 0.97 0.85 0.21 0.21 0.34 0.91 0.67 0.55 1 1 0 0.59 0.29 0.31 0.7 0.19 0.67 0.21 0.98 0.19 0.34 ]
    [ 1 0.46 0.73 0.54 0 0 0.43 0.69 0.58 1 1 0.28 0.88 0 0.73 1 0.15 0.4 0.31 0.67 0.99 0.54 0.42 0.24 0.3 0.99 0.24 0.58 0.6 0.83 0.87 0.78 0 0.71 0.33 0.38 0.52 0.85 0.72 0.35 1 0.4 0.19 0.37 1 0.95 0.48 0.72 0.57 0.73 0.24 0.24 0.89 0.91 0.2 0.95 0.82 0.92 0.75 0.81 0.89 0.26 0.43 1 0.46 0.36 0.27 0.93 0.84 0.44 0.62 0.55 0.19 0.45 0 0.23 0.18 0.17 0.63 0.78 ]
    [ 0.9 0.18 1 0.24 0.63 0.2 0.25 0.42 0.44 0.75 0.99 0.31 0.99 1 0.14 0.25 0.54 0.78 0.96 0.64 0.17 0.59 0.86 0.63 0.98 0.26 1 0.62 0.19 0.53 0.55 0.67 0.46 0.61 0.77 0.85 0 0.4 0.97 1 0.88 0.33 0.63 0.89 0.95 1 0.69 0.97 0.91 0.81 0 0.43 0.28 0.64 0.66 0.62 0.51 0.24 0.51 0.48 0.31 0.41 0.57 0.14 0.44 0.39 0.85 0.54 1 0.81 0.96 0.75 0.46 0.85 0.56 0.76 0.28 1 0.23 1 ]
